SchoolName,Borough,ZipCode,LastInspection,ViolationDescription
"SUNSET PARK HIGH SCHOOL, P.S. 371 @ SUNSET PARK H.S.",Brooklyn,11232,03/21/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
"SUNSET PARK HIGH SCHOOL, P.S. 371 @ SUNSET PARK H.S.",Brooklyn,11232,03/21/2023,Evidence of mice or live mice in establishment's food or non-food areas.
TALMUD TORAH D'RABINU YOEL,Brooklyn,11219,01/25/2023,Evidence of mice or live mice in establishment's food or non-food areas.
TALMUD TORAH DCHASIDEI GUR,Brooklyn,11219,03/15/2023,Evidence of mice or live mice in establishment's food or non-food areas.
TALMUD TORAH DNITRA,Brooklyn,11221,02/15/2023,Evidence of mice or live mice in establishment's food or non-food areas.
TALMUD TORAH IMREI CHAIM,Brooklyn,11204,02/02/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
TALMUD TORAH IMREI CHAIM,Brooklyn,11204,02/02/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
TALMUD TORAH IMREI CHAIM,Brooklyn,11204,02/02/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
TALMUD TORAH IMREI CHAIM,Brooklyn,11204,02/02/2023,Evidence of mice or live mice in establishment's food or non-food areas.
TALMUD TORAH OF KASHO,Brooklyn,11211,09/28/2022,Evidence of mice or live mice in establishment's food or non-food areas.
TALMUD TORAH TASHBAR,Brooklyn,11205,01/10/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
"THE ACADEMY OF TALENTED SCHOLARS, P.S. 370, BROOKLYN SCHOOL OF INQUIRY",Brooklyn,11204,03/09/2023,Evidence of mice or live mice in establishment's food or non-food areas.
THE BROOKLYN WALDORF SCHOOL,Brooklyn,11238,02/09/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
THE BROOKLYN WALDORF SCHOOL,Brooklyn,11238,02/09/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
THE LORGE SCHOOL,Manhattan,10011,10/26/2022,Evidence of mice or live mice in establishment's food or non-food areas.
THE LORGE SCHOOL,Manhattan,10011,10/26/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
THE MARY LOUIS ACADEMY,Queens,11432,11/23/2022,Evidence of mice or live mice in establishment's food or non-food areas.
THE MAURICE SENDAK COMMUNITY SCHOOL,Brooklyn,11215,10/27/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
THE SHIELD INSTITUTE,Bronx,10453,02/07/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
THE SPENCE SCHOOL,Manhattan,10128,11/29/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
"THE WALTON AVENUE SCHOOL, LUCERO ELEMENTARY SCHOOL",Bronx,10452,01/20/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"THE WALTON AVENUE SCHOOL, LUCERO ELEMENTARY SCHOOL",Bronx,10452,01/20/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL, QUEENS TRANSITION CENTER",Queens,11432,11/17/2022,Evidence of mice or live mice in establishment's food or non-food areas.
TOMER DVORA SCHOOL,Brooklyn,11220,01/13/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
TORAH VYIRAH OF BORO PARK,Brooklyn,11219,03/09/2023,Evidence of mice or live mice in establishment's food or non-food areas.
TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,Brooklyn,11208,03/06/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,Brooklyn,11208,03/06/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
UNITED LUBAVITCHER SCHOOL,Brooklyn,11230,02/17/2023,Evidence of mice or live mice in establishment's food or non-food areas.
UNITED LUBAVITCHER SCHOOL,Brooklyn,11230,02/17/2023,Evidence of mice or live mice in establishment's food or non-food areas.
UNITED LUBAVITCHER SCHOOL,Brooklyn,11230,02/17/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
UNITED LUBAVITCHER YESHIVA,Brooklyn,11213,03/22/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
UNITED NATIONS INTERNATIONAL SCHOOL,Manhattan,10010,11/07/2022,Evidence of mice or live mice in establishment's food or non-food areas.
UNITED NATIONS INTERNATIONAL SCHOOL,Manhattan,10010,11/07/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
UNITED TALMUDICAL ACADEMY,Brooklyn,,01/12/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
UNITED TALMUDICAL ACADEMY,Brooklyn,,01/12/2023,Evidence of mice or live mice in establishment's food or non-food areas.
UNITED TALMUDICAL ACADEMY,Brooklyn,11206,01/12/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
UNITED TALMUDICAL ACADEMY,Brooklyn,11211,01/12/2023,Evidence of mice or live mice in establishment's food or non-food areas.
UNITED TALMUDICAL ACADEMY,Brooklyn,11206,12/28/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
UNITED TALMUDICAL ACADEMY,Brooklyn,11206,12/28/2022,Evidence of mice or live mice in establishment's food or non-food areas.
UNITED TALMUDICAL ACADEMY,Brooklyn,,01/12/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"UNITED TALMUDICAL ACADEMY TORAH RABBINICAL, INC.",Brooklyn,11211,01/19/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"UNITED TALMUDICAL ACADEMY TORAH RABBINICAL, INC.",Brooklyn,11211,01/19/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
UNITED TALMUDICAL ACADEMY/YESHAYE KLEIN,Brooklyn,11205,02/17/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
UNITED TALMUDICAL ACADEMY/YESHAYE KLEIN,Brooklyn,11205,02/17/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
UNITED TALMUDICAL ACADEMY/YESHAYE KLEIN,Brooklyn,11205,02/17/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
"UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL, ORCHARD COLLEGIATE ACADEMY",Manhattan,10002,02/28/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN, P.S. K369  - COY L. COX SCHOOL, THE UR",Brooklyn,11201,03/15/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
"URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE, LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL, RIC",Manhattan,10004,01/25/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,, MANHATTAN BRIDGES HIGH SCHOOL, FACING HISTORY SCH",Manhattan,10019,01/26/2023,Evidence of mice or live mice in establishment's food or non-food areas.
VIZNITZER CHAIDER TIFERES YISROEL,Brooklyn,11219,03/01/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
VOICE CHARTER SCHOOL OF NEW YORK,Queens,11106,12/06/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
VOICE CHARTER SCHOOL OF NEW YORK,Queens,11106,12/06/2022,Evidence of mice or live mice in establishment's food or non-food areas.
WASHINGTON IRVING HS/INTERNATIONAL HS @UNION SQUARE,Manhattan,10003,02/10/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
"WATERSIDE CHILDREN'S STUDIO SCHOOL, WATERSIDE SCHOOL FOR LEADERSHIP",Queens,11694,03/09/2023,Evidence of mice or live mice in establishment's food or non-food areas.
WELLSPRING ELEMENTARY SCHOOL,Queens,11423,12/12/2022,Evidence of mice or live mice in establishment's food or non-food areas.
WILLIAM CULLEN BRYANT HIGH SCHOOL,Queens,11103,03/06/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL, ALC- BRIGHTON ACADEMY, P.S. 370",Brooklyn,11235,03/21/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
WILLIAM SPYROPOULOS SCHOOL,Queens,11358,10/31/2022,Evidence of mice or live mice in establishment's food or non-food areas.
"WILLIAMSBURG HIGH SCHOOL FOR ART AND TECHNOLOGY, LYONS COMMUNITY SCHOOL, BROOKLYN LATIN SCHOOL, THE",Brooklyn,11206,09/14/2022,Evidence of mice or live mice in establishment's food or non-food areas.
"WILLIAMSBURG PREPARATORY SCHOOL, BROOKLYN PREPARATORY HIGH SCHOOL, WILLIAMSBURG HIGH SCHOOL FOR ARCH",Brooklyn,11211,12/02/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
XAVERIAN HIGH SCHOOL,Brooklyn,11209,01/09/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
XAVIER HIGH SCHOOL,Manhattan,10011,10/17/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA & MESIVTA VISNITZ OF USA,Brooklyn,11219,02/14/2023,Evidence of mice or live mice in establishment's food or non-food areas.
YESHIVA BETH HILLEL OF WILLIAMSBURG,Brooklyn,11211,01/13/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA BETH HILLEL OF WILLIAMSBURG,Brooklyn,11211,01/13/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA BNOS AHAVAS ISRAEL,Brooklyn,11249,01/10/2023,Evidence of mice or live mice in establishment's food or non-food areas.
YESHIVA BNOS AHAVAS ISRAEL,Brooklyn,11249,01/10/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA BNOS AHAVAS ISRAEL,Brooklyn,11249,01/10/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA BNOS AHAVAS ISRAEL,Brooklyn,11249,01/10/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA BOYAN,Brooklyn,11219,02/23/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA CH'SAN SOFER,Brooklyn,11204,02/13/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA DERECH CHAIM,Brooklyn,11218,01/25/2023,Evidence of mice or live mice in establishment's food or non-food areas.
YESHIVA GEDOLAH OHR YISROEL,Brooklyn,11236,01/20/2023,Evidence of mice or live mice in establishment's food or non-food areas.
YESHIVA IMREI YOSEF SPINKA,Brooklyn,11219,01/13/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA IMREI YOSEF SPINKA,Brooklyn,11219,01/13/2023,Evidence of rats or live rats present in facility's food and/or non-food areas.
YESHIVA JESODA HATORA,Brooklyn,11211,02/16/2023,Evidence of rats or live rats in establishment's food or non-food areas.
YESHIVA JESODA HATORA,Brooklyn,11211,02/16/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA JESODA HATORA,Brooklyn,11211,02/16/2023,Evidence of mice or live mice in establishment's food or non-food areas.
YESHIVA KEHILATH YAKOV,Brooklyn,11219,02/14/2023,Evidence of mice or live mice in establishment's food or non-food areas.
YESHIVA KEHILATH YAKOV,Brooklyn,11211,01/13/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA KEHILATH YAKOV,Brooklyn,11219,02/14/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA KEHILATH YAKOV,Brooklyn,11211,01/13/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA KETANA OF BENSONHURST,Brooklyn,11204,01/10/2023,Evidence of mice or live mice in establishment's food or non-food areas.
YESHIVA KETANA OF QUEENS,Queens,11366,12/15/2022,Evidence of mice or live mice in establishment's food or non-food areas.
YESHIVA MEOR HATALMUD,Brooklyn,11218,11/03/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA MEOR HATALMUD,Queens,11691,01/17/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA MEOR HATALMUD,Queens,11691,01/17/2023,Evidence of mice or live mice in establishment's food or non-food areas.
YESHIVA OF FAR ROCKAWAY,Queens,11691,11/28/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA OHR SHRAGA,Brooklyn,11230,03/15/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA OHR YOSEPH,Brooklyn,11218,02/13/2023,Evidence of mice or live mice in establishment's food or non-food areas.
YESHIVA TIFERES BUNIM,Brooklyn,11219,11/29/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA TIFERES SHMIEL,Brooklyn,11204,01/11/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA TIFERETH ELIMELECH,Brooklyn,11204,09/22/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA TIFERETH ELIMELECH,Brooklyn,11204,09/22/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA TIFERETH ELIMELECH,Brooklyn,11204,09/22/2022,Evidence of mice or live mice in establishment's food or non-food areas.
YESHIVA TIFERETH ELIMELECH,Brooklyn,11204,09/22/2022,Evidence of mice or live mice in establishment's food or non-food areas.
YESHIVA TIFERETH ELIMELECH,Brooklyn,11204,09/22/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA TIFERETH ELIMELECH,Brooklyn,11204,09/22/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA TIFERETH MOSHE DOV REVEL CENTER,Queens,11415,03/21/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA TIFERETH MOSHE DOV REVEL CENTER,Queens,11415,03/21/2023,Evidence of mice or live mice in establishment's food or non-food areas.
YESHIVA TORAH TEMIMAH,Brooklyn,11218,01/10/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA TORAH VODAATH SCHOOL,Brooklyn,11218,01/10/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA YAGDIL TORAH,Brooklyn,11204,01/11/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA YESODA HATORAH,Brooklyn,11219,02/14/2023,Evidence of mice or live mice in establishment's food or non-food areas.
YESHIVA YESODA HATORAH,Brooklyn,11219,02/14/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVA YESODA HATORAH,Brooklyn,11219,02/14/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVAH TIFERES TORAH,Brooklyn,11205,01/12/2023,Evidence of mice or live mice in establishment's food or non-food areas.
YESHIVAH TIFERES TORAH,Brooklyn,11205,01/12/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVAS SANZ,Staten Island,10302,03/15/2023,Evidence of mice or live mice in establishment's food or non-food areas.
YESHIVAT LEV TORAH,Brooklyn,11234,11/16/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVAT MIZRACHI L'BANIM,Brooklyn,11229,02/22/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVAT MIZRACHI L'BANIM,Brooklyn,11229,02/22/2023,Evidence of mice or live mice in establishment's food or non-food areas.
YESHIVAT MIZRACHI L'BANIM,Brooklyn,11229,02/22/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
YESHIVAT OR HATORAH,Brooklyn,11229,02/15/2023,Evidence of mice or live mice in establishment's food or non-food areas.
ZETA CHARTER SCHOOLS,Bronx,10457,12/01/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
ZETA CHARTER SCHOOLS,Bronx,10457,12/01/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
